Community ID,Group,Average investment income (pesos/year),Group name,Distance to nearest city
157,False,49.90269470214844,Control,69.7245864868164
286,False,37.76655197143555,Control,125.96028137207031
173,False,32.40633773803711,Control,71.52226257324219
207,False,41.13121032714844,Control,64.5031509399414
64,False,52.992652893066406,Control,107.09053802490234
201,False,40.11006546020508,Control,32.9943733215332
431,False,13.830286979675293,Control,154.65533447265625
78,False,20.036298751831055,Control,129.2997283935547
184,False,49.636932373046875,Control,60.31640625
344,False,6.4661688804626465,Control,109.94331359863281
156,False,40.17226028442383,Control,70.61356353759766
164,False,81.44263458251953,Control,15.959522247314453
466,False,31.87916374206543,Control,156.00634765625
464,False,19.89518165588379,Control,149.20950317382812
113,False,35.06889724731445,Control,150.4854278564453
90,False,10.935619354248047,Control,124.30795288085938
306,False,27.612760543823242,Control,149.57272338867188
311,False,62.55561065673828,Control,149.03016662597656
44,False,31.650676727294922,Control,141.83551025390625
404,False,20.985172271728516,Control,60.838111877441406
176,False,22.432275772094727,Control,59.28811264038086
250,False,65.94656372070312,Control,65.82301330566406
380,False,25.57950782775879,Control,33.79303741455078
295,False,11.256912231445312,Control,89.38165283203125
205,False,33.42436981201172,Control,54.58969497680664
62,False,17.684480667114258,Control,122.15424346923828
121,False,37.15433883666992,Control,114.54402160644531
206,False,77.90437316894531,Control,65.08798217773438
402,False,20.229076385498047,Control,120.27105712890625
319,False,14.52751350402832,Control,132.48611450195312
116,False,50.3195686340332,Control,93.70589447021484
432,False,23.007129669189453,Control,134.75607299804688
172,False,63.42987060546875,Control,139.17735290527344
492,False,5.684543609619141,Control,39.13451385498047
33,False,32.61213302612305,Control,109.3165512084961
494,False,23.0137996673584,Control,35.153160095214844
358,False,30.29033851623535,Control,86.77188110351562
266,False,26.411495208740234,Control,95.00202178955078
433,False,45.17020034790039,Control,142.60047912597656
485,False,16.258180618286133,Control,106.92945861816406
165,False,45.032535552978516,Control,21.852079391479492
236,False,26.54825210571289,Control,32.92823028564453
463,False,29.93337059020996,Control,156.67962646484375
238,False,16.049678802490234,Control,143.4312744140625
386,False,84.87245178222656,Control,27.6016788482666
92,False,15.504128456115723,Control,120.71149444580078
360,False,45.72705841064453,Control,164.46429443359375
392,False,30.774917602539062,Control,104.74513244628906
246,False,7.282520294189453,Control,43.885501861572266
276,False,65.53878021240234,Control,62.54823684692383
127,False,13.810853958129883,Control,102.45361328125
469,False,31.285093307495117,Control,164.3898162841797
318,False,17.030792236328125,Control,135.00148010253906
390,False,33.64031219482422,Control,32.92581558227539
212,False,0.8487810492515564,Control,48.03898620605469
53,False,18.35866928100586,Control,157.16012573242188
155,False,68.383544921875,Control,73.40680694580078
444,False,36.597023010253906,Control,132.06146240234375
55,False,5.684543609619141,Control,110.50968933105469
450,False,27.474876403808594,Control,130.00607299804688
413,False,36.63056564331055,Control,32.35701370239258
168,False,61.67771530151367,Control,138.65676879882812
68,False,43.80615234375,Control,132.9942169189453
143,False,36.64374923706055,Control,124.44227600097656
209,False,25.617412567138672,Control,104.2848892211914
454,False,22.235349655151367,Control,62.344749450683594
193,False,23.821338653564453,Control,61.25950622558594
252,False,47.5260009765625,Control,68.06348419189453
324,False,33.634788513183594,Control,122.1005859375
190,False,24.757810592651367,Control,80.86236572265625
396,False,38.445289611816406,Control,122.63352966308594
458,False,26.80888557434082,Control,156.25665283203125
502,False,5.493381977081299,Control,42.45712661743164
12,False,57.20463180541992,Control,109.3589096069336
314,False,76.21542358398438,Control,96.9188003540039
442,False,16.15435028076172,Control,141.8944854736328
137,False,53.4401969909668,Control,51.766475677490234
467,False,18.73215103149414,Control,162.02780151367188
261,False,58.41007995605469,Control,149.63507080078125
42,False,6.868996620178223,Control,168.10296630859375
455,False,25.05760955810547,Control,55.424625396728516
503,False,10.40134334564209,Control,21.575714111328125
32,False,57.47084426879883,Control,104.05382537841797
341,False,33.12957763671875,Control,63.708984375
278,False,2.6878974437713623,Control,103.5107421875
313,False,49.92644500732422,Control,56.06418228149414
271,False,19.42867660522461,Control,127.11477661132812
461,False,43.499263763427734,Control,156.98733520507812
468,False,27.069116592407227,Control,159.00772094726562
70,False,46.702789306640625,Control,135.57501220703125
200,False,42.75993347167969,Control,27.734821319580078
333,False,20.503572463989258,Control,116.28679656982422
235,False,33.11384201049805,Control,30.338396072387695
274,False,38.464759826660156,Control,67.5728530883789
36,False,56.568851470947266,Control,120.76838684082031
393,False,23.124557495117188,Control,115.94507598876953
10,False,9.474239349365234,Control,107.67786407470703
126,False,24.57987403869629,Control,107.22949981689453
372,False,42.464393615722656,Control,148.0691375732422
459,False,14.335198402404785,Control,156.04515075683594
487,True,36.91350173950195,Treatment,100.62049170864749
403,True,26.970537185668945,Treatment,108.10431194336016
227,True,43.21174240112305,Treatment,54.296884944709326
338,True,20.096384048461914,Treatment,89.6461875198739
65,True,45.61743927001953,Treatment,122.41024537229157
309,True,39.48099899291992,Treatment,146.5902897344064
71,True,46.52655029296875,Treatment,93.56069225341122
102,True,41.522789001464844,Treatment,91.10788447491723
121,True,35.67136001586914,Treatment,114.54401962513509
228,True,55.08584213256836,Treatment,43.7352258656382
258,True,41.23843765258789,Treatment,112.92725074516592
155,True,37.13222885131836,Treatment,73.40680385734449
293,True,29.43922233581543,Treatment,152.20785993937645
231,True,47.408226013183594,Treatment,128.7705160845048
195,True,52.91935348510742,Treatment,73.11396693220287
477,True,56.01359176635742,Treatment,38.771272631569
95,True,33.170021057128906,Treatment,88.40868749137914
441,True,29.62790298461914,Treatment,142.21489719045783
452,True,51.84074401855469,Treatment,125.43664398803551
353,True,59.67955017089844,Treatment,67.72794258129804
97,True,52.204429626464844,Treatment,88.84794785118052
421,True,35.39247131347656,Treatment,125.51150612200075
505,True,14.438146591186523,Treatment,152.46834071906852
387,True,57.97700500488281,Treatment,34.3873795030035
365,True,43.782997131347656,Treatment,136.56341742645003
381,True,6.916072368621826,Treatment,41.265268457844165
167,True,36.531707763671875,Treatment,76.66766710610355
339,True,40.96894836425781,Treatment,68.28208140877815
166,True,40.364261627197266,Treatment,13.404441595561355
306,True,54.03115463256836,Treatment,149.5727212182312
225,True,61.10337829589844,Treatment,51.02564490232658
144,True,55.9718132019043,Treatment,101.10142529925069
369,True,6.830999851226807,Treatment,113.55649654241238
214,True,31.535076141357422,Treatment,41.591413402917524
448,True,49.92074966430664,Treatment,128.14287261166342
420,True,54.813743591308594,Treatment,123.40440360775072
156,True,70.79936981201172,Treatment,70.61356547867156
198,True,71.7167739868164,Treatment,77.42532125889369
407,True,25.466176986694336,Treatment,158.65347424111448
266,True,12.533295631408691,Treatment,95.00202238906577
340,True,35.29352569580078,Treatment,116.71358999610538
330,True,47.32305908203125,Treatment,66.40399448891257
91,True,32.05611038208008,Treatment,119.32039574429825
261,True,54.33855438232422,Treatment,149.63506718709687
315,True,35.94062423706055,Treatment,132.69253044654252
63,True,47.00310134887695,Treatment,116.82899789727952
384,True,32.16972732543945,Treatment,25.68234925343753
202,True,18.807653427124023,Treatment,42.16862207729482
391,True,46.44609069824219,Treatment,33.977854463113395
138,True,80.59600830078125,Treatment,56.02209371772622
380,True,16.20983123779297,Treatment,33.79303696271848
305,True,54.2918815612793,Treatment,151.25197535665313
44,True,73.13069152832031,Treatment,141.8355032680557
348,True,49.71913146972656,Treatment,137.47320322015167
326,True,25.71799087524414,Treatment,132.3241812886731
426,True,33.038658142089844,Treatment,136.73552050214363
440,True,18.67007827758789,Treatment,153.2827034781226
57,True,27.04888343811035,Treatment,155.61021210253264
130,True,58.72159194946289,Treatment,86.28887146500352
295,True,36.375152587890625,Treatment,89.38165253308729
203,True,36.77667236328125,Treatment,48.198510222473445
175,True,56.58069610595703,Treatment,67.70657730764566
246,True,52.546993255615234,Treatment,43.885501073548824
355,True,38.299339294433594,Treatment,79.33481519727572
104,True,39.80671310424805,Treatment,161.2109233991632
468,True,41.72750473022461,Treatment,159.00772715701672
358,True,41.50567626953125,Treatment,86.77187925719781
12,True,31.497224807739258,Treatment,109.35890646308253
460,True,34.53840255737305,Treatment,156.646856539166
